"Label (Grouping)","Austin-Round Rock-San Marcos, TX Metro Area!!Estimate","Austin-Round Rock-San Marcos, TX Metro Area!!Margin of Error","California (part); San Francisco-Oakland-Fremont, CA Metro Area!!Estimate","California (part); San Francisco-Oakland-Fremont, CA Metro Area!!Margin of Error","Cleveland city, OH; Cleveland, OH Metro Area!!Estimate","Cleveland city, OH; Cleveland, OH Metro Area!!Margin of Error","Cleveland city; Cleveland, OH Metro Area; Ohio!!Estimate","Cleveland city; Cleveland, OH Metro Area; Ohio!!Margin of Error"
"Median value (dollars)","465,000","±2,494","1,140,700","±3,829","102,000","±2,750","102,000","±2,750"
